,tweet,sentiment
2942,guardian he s bjp minist modi s favorit they re known spread fake propaganda edit video photoshop imag modili bjpli,negative
2943,modi s bjp slide rafal slope must stop outrag come clean,positive
2944,alway felt knew bjp never punish cong g aircelm sunanda nh bjp file case cong leadership yrs final believ alway turn true everybodi togeth background thing eventu play peopl surpris,positive
2945,opposit say someth modi godi media modiinsult shame opposit nafrat ki raajneeti modi say thing like congress ki vidhwa crore ki girlfriend jersey cow godi media fir dikha pm ka aakramak roop opposit backfoot saralpatel,negative
2946,citi go back natur tackl climat challeng european commiss ecolog w rss,neutral
2947,new chat screenshot mahagathbandhan whatsapp group pm narendramodi speech parliament modiunstopp,positive
2948,debajeetch sarkarswati bjp tribal council poll among rabha iirc talk indigen peopl refus acknowledg hindus goalpara indigen peopl,neutral
2949,modi ji visit north east india airport tunnel hydel project bridg aiim bio refineri liber look outlandish headgear citizen aan deyo elect congress ki naiyya dubaeng,positive
2950,whether bjp open account ap not cbn one three biggest loser elect two mamata communist liarbabu,positive
2951,patidar obc dalit three group draw blank bjp leav upper cast jain brahmin cast anoth disadvantag muslim bjp could claim muslim vote follow year peac develop state caveat was,neutral
2952,top bjp leader told peopl andhra pradesh bjp govern done farwhat tdp report card,positive
2953,even half pictur chang drastic apart bjp amp congress parti independ collect got lakh chang chunk vote affect bjp amp congress seat percentag vote point view differ bjp,negative
2954,don t get fool bjp govern list citizenship amend bill rs tomorrow wish channel break news studi parliament rule show go,neutral
2955,yogi adityanath jamnagar yesterday address bjp sabha yogi s massiv show strength gujarat,neutral
2956,pm modi morbi ralli show magic morbi aap member join congress ad worri bjp bjp congress straight fight morbi,positive
2957,kshatriya took reveng kill patidar incid known mangadh massacr pm modi remind patidar kshatriya rajput forgotten pain past communiti buri hatchet year live peac cohes now,negative
2958,heard tv rahul gandhi say modi stole ap money gave anil ambani sick mind man throw anyth get without question media sick media mental mohansinha,negative
2959,surat textil amp diamond industri crimin ignor bjp right form modi cm day promis infrastructur implement last straw demonetis amp gst near broken back industri yet finmin arun jaitley find time,negative
2960,rememb guy bjp regress patriarch,neutral
2961,friend anujdhar pm modi person commit solv netajimysteri he direct access yet declassifi file netaji he best person comment delay side hope doe ss,positive
2962,dear sir cm governor eam congress now minist mp sadder still even relev bjp respect own pleas don t degrad let bjp use polit tool,positive
2963,vkarthic mathankam plcbabu sivanandam amivenkstesh connemarab kh pullavar ilovemyn everi kamal fan part goback modi trend,neutral
2964,pm modi face anoth setback gujarat tri polaris hindu communiti palitana mention year old massacr communiti forgotten reignit it patidar amp kshatriya involv decid thwart modi attempt unit togeth,positive
2965,note biradari modi guilti school journal got egg face upa creat sit gave modiji clean chitsam lot discredit journalist think they are author issu certif good journal,positive
2966,nomr naidu modi alon famili entir janta janardan countri famili that s think us x toddler grandson billionair now show use polit gain,neutral
2967,nehru steal pms post frm sardar patel call bose war crimin watch shashitharoor bust common mythsamp sever other spread bjps fake news factori whatsapp mediumcircul wrong inform,negative
2968,in piyushgoy appoint chief video editor bjp cell,neutral
2969,india sharpen focus scale infrastructur along china border amp set target year complet strateg road project along border general said pm modi travel arunach pradesh lay foundat tunnel sela pass,positive
2970,gobackmodi real lier modi pleas stand up pleas stand up gobacksadistmodi,positive
2971,omg bjpindia modi hindi imposit gulf too guptaji,neutral
2972,tonight guy prepar hear news issu kashmir amp plight kashmir pandit modi life sudden danger yojana crap obnoxi irrelev issu sardar patel amp nehrus fight anyth news rahul amp priyanka success road show,negative
2973,hehe modi lokesh father devansh grand father bhuvaneshwari husband simpl,positive
2974,chanc modi fail win heart voter happen believ law believ anarchi believ corrupt free govern believ might right come power elect,positive
2975,iscrew modi pm elect i have said modi vulner sinc cannot blame anyon him,positive
2976,hon ma am raga suffer paranoid schizophrenia hallucin grt grandpa grandma dad amp italian mom didn t sanction defenc deal govt project without kickback come rafaled clean teammodi burst sheer lie comeagainmodiji,positive
2977,modi give go ahead sovereign guarante plus he is waiv corrupt claus also clear show chowkidarchorhai chowkidarchorhai,negative
2978,biggest expos modi govern congress modi promis give per year farmer budget,neutral
2979,first bjp forc peopl kargil protest deni univers amp even larger number demand equal share new divis announc region,positive
2980,bad news pm modi assam,negative
2981,vishnundtv nramind tri realli hard find someth rafaled ala raga dream alway dream dream never come true,positive
2982,india complet taken modi croni,neutral
2983,priyanka up cong campaign start question capabl steal modi voter answer like question steal gathbandan voter answer like bjp pleas,neutral
2984,republ definit hyena opposit modi bllod end corrupt way earn,negative
2985,bainjal train run km per hour fake india you aapko saadar pranaam tweet someon doesnt respect even india engin capac peopl hate modi kahan se laat ho itni hypocrisi aap log ameytirodkar,negative
2986,modi ignor intern law basic human pleas sheikha latifa father via indianexpress,neutral
2987,dear amitmalviya here capsul modi govern achiev pleas ignor rahul gandhi congi next four month,neutral
2988,cpim ask sc revisit rafal verdict say modi govt furnish full inform,positive
2989,tyranni headlin nos modi govt v success islamist terror mainland india continu trend maoist terror upa spectacular inept tackl islam attack almost everi yr onc better sourc like satp agre wwiki,positive
2990,modi disastr kashmir polici least kashmiri youth join milit,negative
2991,sujeshknr dont mention south indian support modi,neutral
2992,pm modi meet tn last pic bhopal ralli naamdaar liquor carton readi distribut,neutral
2993,pcmohanmp modi pmoindia piyushgoy smritiirani bjparnataka shobhabjp bjpindia rajeevmp ctravibjp drashwathcn nimmasuresh bjparvind bjpkaritcel let bangalor sub urban work worth start then get fund start work phase otherwis bsngalor never get sub urban congress bjp ping pong public watch year awar dirti polit parti r play,positive
2994,leftampright given bjp bad propaganda a size poster dharna ap bhavan newdelhi indiatoday debat apwithcbn chandrababunaidu apdharmaporatam apdemandsjustic modigoback tdp bjp naralokesh ncbn jaitdp,negative
2995,absolut outrag modi seem two interest protect gautam adani amp anil ambani,neutral
2996,don t son don t famili don t relat chandrababu naidu modi dear ncbn that is loot india like you n that is vote him,neutral
2997,southindiafornamo chandrababu naidu right said wealth creator modi idea wealth creation fromamravati polavaramthey busi creat wealth that s scare chowkidar andhra naidu apwelcomesmodi,positive
2998,bjp self respect parti uniti mark,neutral
2999,meet prodigi rahul kannur knowledg ramayana amp way elabor minor instanc ramayana leav even emin judg awe,negative
3000,rafalecongselfgo nramind correct rahul answer paper it pic actual qtn n an pic ram correct it ram great capac cut n past,positive
3001,pm modi launch project roadsbridg airportshydel power aiim ne yrs ne saw fall insurg amp receiv unpreced attent develop amp bridg rest india media ignor amp play evm hack northeast vote modi,neutral
3002,video classic exampl modi vika everyth fake fake fake,negative
3003,southindiafornamo watch epic respons pm shri modi tdp s go back modi poster banner andhra pradesh apwelcomesmodi namoagain southindiafornamo southindiawithnamo southwelcomesmodi modidobara,positive
3004,modi ji came serv food would say,neutral
3005,love modi,positive
3006,man left wife man made mother stand queue man use snoop young women cm must real inspir bjp minist molestergangbjp,positive
3007,outrag women modesti favourit past time bjp leader beti bachao beti padhao foot first bjp se beti bachao molestergangbjp,neutral
3008,us pm vote becoz i have provid better healthcar british pm vote becoz i have provid new employ opportun canadian pm vote bcoz i have reduc corrupt indian pm isn meri maa ko gaali dimujh chaiwala kaha isn vote nikalo modiinsult,positive
3009,time amp republ th channel weaken nation secur support modi thi yet question increas price aa day old compani get lucrat contract modi hold parallel discuss keep int loop middlemanmodi,positive
3010,drgpradhan sumansh modi iamanurag namo act usual compromis foreign wether depend us natasha jog ndtv join facebook face music also elect useless bjp mard kick hard destroy,negative
3011,rahul gandhi take leaf modi playbook play clever acronymsoundbit game call cag chowkidar auditor general snappi headlin day keep neta play rafaledogfight,negative
3012,vote bjp vote india abki baar phir modi sarkar,neutral
3013,tell us institut call name say modi destroy institut,negative
3014,lok sabha elect twitter poll go horribl wrong modi amp bjp,positive
3015,meraparivarbhajapaparivar leader dedic live nation modi manoharparrikar thank inspir india restor faith polit leadership,positive
3016,bjp polit parti famili get us respect understand compass affect i am member proud famili work uniti famili land integr develop progress narfriwarbhjpfrivr bjpmirspur,positive
3017,gargac modi counter motormouth bjp peopl everi debat need tothepoint amp dynam debat like you hat manway go,neutral
3018,time celebr team success congress lincoln dougla public forum easthighac invit last weekend senat mel tamhan st sarwa shah nd hous maitri ajmera st noah yust nd aditya joshi th hous quan nguyen nd,positive
